,item,sentence,condition,e1,e2,context,target,semantic_association,implementation,model
102,26,The drug dealer had been smuggling heroin into Canada.,Active Control,1,0,The drug dealer had been,smuggling,0.35520396,SE,bigscience/sgpt-bloom-7b1-msmarco
103,26,Cleopatra's beauty was smuggling only once.,No-Attraction Violation,0,1,Cleopatra's beauty was,smuggling,0.31237924,SE,bigscience/sgpt-bloom-7b1-msmarco
104,27,The leftover food was discarding wastefully.,Attraction Violation,1,1,The leftover food was,discarding,0.32084492,SE,bigscience/sgpt-bloom-7b1-msmarco
105,27,The leftover food was discarded wastefully.,Passive Control,1,1,The leftover food was,discarded,0.3614815,SE,bigscience/sgpt-bloom-7b1-msmarco
106,27,The campers were discarding the leftover food.,Active Control,1,0,The campers were,discarding,0.2921846,SE,bigscience/sgpt-bloom-7b1-msmarco
107,27,The sleek new building was discarding wastefully.,No-Attraction Violation,0,1,The sleek new building was,discarding,0.26064578,SE,bigscience/sgpt-bloom-7b1-msmarco
108,28,Thirty pounds of potatoes had been peeling by the cooks.,Attraction Violation,1,1,Thirty pounds of potatoes had been,peeling,0.26046142,SE,bigscience/sgpt-bloom-7b1-msmarco
109,28,Thirty pounds of potatoes had been peeled carefully.,Passive Control,1,1,Thirty pounds of potatoes had been,peeled,0.24632455,SE,bigscience/sgpt-bloom-7b1-msmarco
110,28,The bored looking cooks had been peeling potatoes for hours.,Active Control,1,0,The bored looking cooks had been,peeling,0.33520538,SE,bigscience/sgpt-bloom-7b1-msmarco
111,28,The club's rules had been peeling the sticker off the box.,No-Attraction Violation,0,1,The club's rules had been,peeling,0.3012057,SE,bigscience/sgpt-bloom-7b1-msmarco
112,29,The grimy pots and pans had been scrubbing the dishwashers.,Attraction Violation,1,1,The grimy pots and pans had been,scrubbing,0.36664385,SE,bigscience/sgpt-bloom-7b1-msmarco
113,29,The grimy pots and pans had been scrubbed by the dishwashers.,Passive Control,1,1,The grimy pots and pans had been,scrubbed,0.4071832,SE,bigscience/sgpt-bloom-7b1-msmarco
114,29,The guys in the kitchen had been scrubbing the pots and pans.,Active Control,1,0,The guys in the kitchen had been,scrubbing,0.33389756,SE,bigscience/sgpt-bloom-7b1-msmarco
115,29,The stolen artwork had been scrubbing with vigor.,No-Attraction Violation,0,1,The stolen artwork had been,scrubbing,0.2978418,SE,bigscience/sgpt-bloom-7b1-msmarco
116,30,The roast lamb had been carving by a servant.,Attraction Violation,1,1,The roast lamb had been,carving,0.36719653,SE,bigscience/sgpt-bloom-7b1-msmarco
117,30,The roast lamb had been carved by a servant.,Passive Control,1,1,The roast lamb had been,carved,0.37201077,SE,bigscience/sgpt-bloom-7b1-msmarco
118,30,The butcher had been carving the meat.,Active Control,1,0,The butcher had been,carving,0.4291354,SE,bigscience/sgpt-bloom-7b1-msmarco
119,30,Janet's houseplants were carving before dinner.,No-Attraction Violation,0,1,Janet's houseplants were,carving,0.4599184,SE,bigscience/sgpt-bloom-7b1-msmarco
120,31,Cleopatra's beauty was admiring many people.,Attraction Violation,1,1,Cleopatra's beauty was,admiring,0.31577697,SE,bigscience/sgpt-bloom-7b1-msmarco
121,31,Cleopatra's beauty was admired always.,Passive Control,1,1,Cleopatra's beauty was,admired,0.30923057,SE,bigscience/sgpt-bloom-7b1-msmarco
122,31,The men were admiring the beautiful woman from a distance.,Active Control,1,0,The men were,admiring,0.25880685,SE,bigscience/sgpt-bloom-7b1-msmarco
123,31,An illegal weapon had been admiring always.,No-Attraction Violation,0,1,An illegal weapon had been,admiring,0.35197634,SE,bigscience/sgpt-bloom-7b1-msmarco
124,32,A wet snowball had been tossing by the girls through the window.,Attraction Violation,1,1,A wet snowball had been,tossing,0.2830838,SE,bigscience/sgpt-bloom-7b1-msmarco
125,32,A wet snowball had been tossed in anger.,Passive Control,1,1,A wet snowball had been,tossed,0.31720045,SE,bigscience/sgpt-bloom-7b1-msmarco
126,32,The baseball players had been tossing the ball around the infield.,Active Control,1,0,The baseball players had been,tossing,0.21879399,SE,bigscience/sgpt-bloom-7b1-msmarco
127,32,Their secret conversation had been tossing a steak on the grill.,No-Attraction Violation,0,1,Their secret conversation had been,tossing,0.15836276,SE,bigscience/sgpt-bloom-7b1-msmarco
128,33,The sealed envelope was opening the judge.,Attraction Violation,1,1,The sealed envelope was,opening,0.3382827,SE,bigscience/sgpt-bloom-7b1-msmarco
129,33,The sealed envelope was opened without permission.,Passive Control,1,1,The sealed envelope was,opened,0.38117334,SE,bigscience/sgpt-bloom-7b1-msmarco
130,33,Tuxedoed waiters were opening bottles of champagne for the toast.,Active Control,1,0,Tuxedoed waiters were,opening,0.2501673,SE,bigscience/sgpt-bloom-7b1-msmarco
131,33,The men's faces had been opening without permission.,No-Attraction Violation,0,1,The men's faces had been,opening,0.28799435,SE,bigscience/sgpt-bloom-7b1-msmarco
132,34,The man's beard had been shaving twice a day.,Attraction Violation,1,1,The man's beard had been,shaving,0.28975385,SE,bigscience/sgpt-bloom-7b1-msmarco
133,34,The man's beard had been shaved twice a day.,Passive Control,1,1,The man's beard had been,shaved,0.30894643,SE,bigscience/sgpt-bloom-7b1-msmarco
134,34,His uncle Ralph had been shaving his beard off.,Active Control,1,0,His uncle Ralph had been,shaving,0.22366919,SE,bigscience/sgpt-bloom-7b1-msmarco
135,34,The popular amusement park is shaving twice a day.,No-Attraction Violation,0,1,The popular amusement park is,shaving,0.22568856,SE,bigscience/sgpt-bloom-7b1-msmarco
136,35,The elevator button had been pressing slowly.,Attraction Violation,1,1,The elevator button had been,pressing,0.3043718,SE,bigscience/sgpt-bloom-7b1-msmarco
137,35,The elevator button had been pressed by the attendant.,Passive Control,1,1,The elevator button had been,pressed,0.2444555,SE,bigscience/sgpt-bloom-7b1-msmarco
138,35,The attendant had been pressing the buttons.,Active Control,1,0,The attendant had been,pressing,0.31529,SE,bigscience/sgpt-bloom-7b1-msmarco
139,35,The wheat crops had been pressing slowly.,No-Attraction Violation,0,1,The wheat crops had been,pressing,0.2864874,SE,bigscience/sgpt-bloom-7b1-msmarco
140,36,The winning lottery numbers had been announcing the TV news.,Attraction Violation,1,1,The winning lottery numbers had been,announcing,0.35738105,SE,bigscience/sgpt-bloom-7b1-msmarco
141,36,The winning lottery numbers had been announced by the TV news.,Passive Control,1,1,The winning lottery numbers had been,announced,0.3490354,SE,bigscience/sgpt-bloom-7b1-msmarco
142,36,The flight attendant had been announcing the reason for the delay.,Active Control,1,0,The flight attendant had been,announcing,0.38412648,SE,bigscience/sgpt-bloom-7b1-msmarco
143,36,The tarnished silverware was announcing on the television.,No-Attraction Violation,0,1,The tarnished silverware was,announcing,0.33120927,SE,bigscience/sgpt-bloom-7b1-msmarco
144,37,The victim's body had been identifying at the morgue.,Attraction Violation,1,1,The victim's body had been,identifying,0.39436126,SE,bigscience/sgpt-bloom-7b1-msmarco
145,37,The victim's body had been identified by the family members.,Passive Control,1,1,The victim's body had been,identified,0.33673295,SE,bigscience/sgpt-bloom-7b1-msmarco
146,37,The laboratory technicians had been identifying the chemical.,Active Control,1,0,The laboratory technicians had been,identifying,0.39710438,SE,bigscience/sgpt-bloom-7b1-msmarco
147,37,The movie was identifying rare fish for the divers.,No-Attraction Violation,0,1,The movie was,identifying,0.39369518,SE,bigscience/sgpt-bloom-7b1-msmarco
148,38,The hearty meal was devouring by the kids.,Attraction Violation,1,1,The hearty meal was,devouring,0.3165852,SE,bigscience/sgpt-bloom-7b1-msmarco
149,38,The hearty meal was devoured with gusto.,Passive Control,1,1,The hearty meal was,devoured,0.30408052,SE,bigscience/sgpt-bloom-7b1-msmarco
150,38,The hungry boys were devouring the plate of cookies when Jack arrived.,Active Control,1,0,The hungry boys were,devouring,0.27584842,SE,bigscience/sgpt-bloom-7b1-msmarco
151,38,The dusty tabletops were devouring with gusto.,No-Attraction Violation,0,1,The dusty tabletops were,devouring,0.2991987,SE,bigscience/sgpt-bloom-7b1-msmarco
152,39,The overgrown shrubs were trimming regularly.,Attraction Violation,1,1,The overgrown shrubs were,trimming,0.31341234,SE,bigscience/sgpt-bloom-7b1-msmarco
153,39,The overgrown shrubs were trimmed by a gardener.,Passive Control,1,1,The overgrown shrubs were,trimmed,0.3789836,SE,bigscience/sgpt-bloom-7b1-msmarco
154,39,A gardener was trimming the overgrown shrubbery.,Active Control,1,0,A gardener was,trimming,0.32294008,SE,bigscience/sgpt-bloom-7b1-msmarco
155,39,The alarm clock had been trimming regularly.,No-Attraction Violation,0,1,The alarm clock had been,trimming,0.2850606,SE,bigscience/sgpt-bloom-7b1-msmarco
156,40,Wilson's unreasonable proposal was rejecting by the boss.,Attraction Violation,1,1,Wilson's unreasonable proposal was,rejecting,0.25521538,SE,bigscience/sgpt-bloom-7b1-msmarco
157,40,Wilson's unreasonable proposal was rejected at the hospital.,Passive Control,1,1,Wilson's unreasonable proposal was,rejected,0.3370784,SE,bigscience/sgpt-bloom-7b1-msmarco
158,40,The admissions committee was rejecting nearly every application.,Active Control,1,0,The admissions committee was,rejecting,0.3098686,SE,bigscience/sgpt-bloom-7b1-msmarco
159,40,The rare bird's behavior was rejecting all offers.,No-Attraction Violation,0,1,The rare bird's behavior was,rejecting,0.1972527,SE,bigscience/sgpt-bloom-7b1-msmarco
160,41,Hathaway's gigantic fortune had been inheriting by his daughters.,Attraction Violation,1,1,Hathaway's gigantic fortune had been,inheriting,0.26215473,SE,bigscience/sgpt-bloom-7b1-msmarco
161,41,Hathaway's gigantic fortune had been inherited by his daughters.,Passive Control,1,1,Hathaway's gigantic fortune had been,inherited,0.32326424,SE,bigscience/sgpt-bloom-7b1-msmarco
162,41,Generations of aristocratic Englishmen have been inheriting their fortunes.,Active Control,1,0,Generations of aristocratic Englishmen have been,inheriting,0.3507729,SE,bigscience/sgpt-bloom-7b1-msmarco
163,41,The strange mystery had been inheriting the estate from her grandmother.,No-Attraction Violation,0,1,The strange mystery had been,inheriting,0.22906572,SE,bigscience/sgpt-bloom-7b1-msmarco
164,42,All of her money had been spending before the wedding.,Attraction Violation,1,1,All of her money had been,spending,0.26234573,SE,bigscience/sgpt-bloom-7b1-msmarco
165,42,All of her money had been spent before the wedding.,Passive Control,1,1,All of her money had been,spent,0.29407609,SE,bigscience/sgpt-bloom-7b1-msmarco
166,42,The shopping fanatic had been spending all her money in Bloomingdales.,Active Control,1,0,The shopping fanatic had been,spending,0.18639807,SE,bigscience/sgpt-bloom-7b1-msmarco
167,42,Patty's overgrown lawn was spending its time on the beach.,No-Attraction Violation,0,1,Patty's overgrown lawn was,spending,0.27845222,SE,bigscience/sgpt-bloom-7b1-msmarco
168,43,An appointment was scheduling by the secretary.,Attraction Violation,1,1,An appointment was,scheduling,0.40430474,SE,bigscience/sgpt-bloom-7b1-msmarco
169,43,An appointment was scheduled by the secretary.,Passive Control,1,1,An appointment was,scheduled,0.5190725,SE,bigscience/sgpt-bloom-7b1-msmarco
170,43,The secretary was scheduling new appointments for the afternoon.,Active Control,1,0,The secretary was,scheduling,0.17341065,SE,bigscience/sgpt-bloom-7b1-msmarco
171,43,The legal contract had been scheduling for next week.,No-Attraction Violation,0,1,The legal contract had been,scheduling,0.17672546,SE,bigscience/sgpt-bloom-7b1-msmarco
172,44,The men's faces had been photographing by a security camera.,Attraction Violation,1,1,The men's faces had been,photographing,0.19011754,SE,bigscience/sgpt-bloom-7b1-msmarco
173,44,The men's faces had been photographed by a security camera.,Passive Control,1,1,The men's faces had been,photographed,0.19707537,SE,bigscience/sgpt-bloom-7b1-msmarco
174,44,The intrusive reporter had been photographing the celebrities at the party.,Active Control,1,0,The intrusive reporter had been,photographing,0.24696288,SE,bigscience/sgpt-bloom-7b1-msmarco
175,44,The sealed envelope was photographing at the party.,No-Attraction Violation,0,1,The sealed envelope was,photographing,0.21899796,SE,bigscience/sgpt-bloom-7b1-msmarco
176,45,The broken television had been repairing the technician.,Attraction Violation,1,1,The broken television had been,repairing,0.42559463,SE,bigscience/sgpt-bloom-7b1-msmarco
177,45,The broken television had been repaired by the technician.,Passive Control,1,1,The broken television had been,repaired,0.26584917,SE,bigscience/sgpt-bloom-7b1-msmarco
178,45,The competent technician had been repairing the television.,Active Control,1,0,The competent technician had been,repairing,0.42234465,SE,bigscience/sgpt-bloom-7b1-msmarco
179,45,Larry's note had been repairing the computer's hard drive.,No-Attraction Violation,0,1,Larry's note had been,repairing,0.26210198,SE,bigscience/sgpt-bloom-7b1-msmarco
180,46,The alarm clock had been unplugging accidentally.,Attraction Violation,1,1,The alarm clock had been,unplugging,0.4498296,SE,bigscience/sgpt-bloom-7b1-msmarco
181,46,The alarm clock had been unplugged late.,Passive Control,1,1,The alarm clock had been,unplugged,0.4542082,SE,bigscience/sgpt-bloom-7b1-msmarco
182,46,The frantic woman had been unplugging every electrical device in the house.,Active Control,1,0,The frantic woman had been,unplugging,0.36087057,SE,bigscience/sgpt-bloom-7b1-msmarco
183,46,The overgrown shrubs were unplugging accidentally.,No-Attraction Violation,0,1,The overgrown shrubs were,unplugging,0.4559335,SE,bigscience/sgpt-bloom-7b1-msmarco
184,47,The car door had been unlocking late at night.,Attraction Violation,1,1,The car door had been,unlocking,0.28696018,SE,bigscience/sgpt-bloom-7b1-msmarco
185,47,The car door had been unlocked by the child.,Passive Control,1,1,The car door had been,unlocked,0.38907,SE,bigscience/sgpt-bloom-7b1-msmarco
186,47,The babysitter had been unlocking the back door.,Active Control,1,0,The babysitter had been,unlocking,0.2590199,SE,bigscience/sgpt-bloom-7b1-msmarco
187,47,The Queen's 80th birthday was unlocking late at night.,No-Attraction Violation,0,1,The Queen's 80th birthday was,unlocking,0.23308389,SE,bigscience/sgpt-bloom-7b1-msmarco
188,48,The portrait of Napoleon had been painting by a Dutch artist.,Attraction Violation,1,1,The portrait of Napoleon had been,painting,0.49445698,SE,bigscience/sgpt-bloom-7b1-msmarco
