,target,Condition,ContextCode,PlausibilityJudgement,Cloze,Sentence,context,semantic_association,implementation,model
441,size,Implaus,201,4.76,0.0,Kevin propped his head up with a pillow as he basked in the hot size,Kevin propped his head up with a pillow as he basked in the hot,0.42871654,WE,enwiki_20180420_100d
442,helicopters,Implaus,203,4.75,0.0,He bought it without even asking the helicopters,He bought it without even asking the,0.34001127,WE,enwiki_20180420_100d
443,flooded,Implaus,204,4.31,0.0,"Barry has considered proposing to his girlfriend, but he wants to wait until he is flooded","Barry has considered proposing to his girlfriend, but he wants to wait until he is",0.39473757,WE,enwiki_20180420_100d
444,taxes,Implaus,205,3.96,0.0,John was disappointed to discover a scratch on his new taxes,John was disappointed to discover a scratch on his new,0.37365076,WE,enwiki_20180420_100d
445,fever,Implaus,206,3.64,0.0,He was afraid that doing drugs would damage his fever,He was afraid that doing drugs would damage his,0.48721159,WE,enwiki_20180420_100d
446,people,Implaus,207,4.26,0.0,"They've been living together for a long time, but don't think they're actually people","They've been living together for a long time, but don't think they're actually",0.5483913,WE,enwiki_20180420_100d
447,apples,Implaus,208,3.97,0.0,Dennis the Menance was known for making apples,Dennis the Menance was known for making,0.4480247,WE,enwiki_20180420_100d
448,convenience,Implaus,211,3.93,0.0,When the shooting started they ran for convenience,When the shooting started they ran for,0.48255384,WE,enwiki_20180420_100d
449,quiet,Implaus,212,4.33,0.0,The federal agents examined the hundred dollar bill with a microscope to see if it was quiet,The federal agents examined the hundred dollar bill with a microscope to see if it was,0.46550953,WE,enwiki_20180420_100d
450,state,Implaus,213,4.32,0.0,Eva turned down the heat and left the sauce on the stove to state,Eva turned down the heat and left the sauce on the stove to,0.43773425,WE,enwiki_20180420_100d
451,hospital,Implaus,215,4.76,0.0,"Alone in the canyon, he was so spooked he was scared by his own hospital","Alone in the canyon, he was so spooked he was scared by his own",0.44373372,WE,enwiki_20180420_100d
452,ditch,Implaus,220,4.19,0.0,Betsy could never tell a ditch,Betsy could never tell a,0.49063635,WE,enwiki_20180420_100d
453,dusk,Implaus,221,4.73,0.0,The bad boy was sent to his dusk,The bad boy was sent to his,0.3801897,WE,enwiki_20180420_100d
454,boxes,Implaus,223,4.25,0.0,"The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his boxes","The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his",0.48155174,WE,enwiki_20180420_100d
455,size,Implaus,226,4.33,0.0,"Trying to evade their captors, the escaped prisoners of war lived in constant size","Trying to evade their captors, the escaped prisoners of war lived in constant",0.38050318,WE,enwiki_20180420_100d
456,chatting,Implaus,228,4.68,0.0,The tip of the knife was chatting,The tip of the knife was,0.30147526,WE,enwiki_20180420_100d
457,yell,Implaus,230,4.43,0.0,The little girl pulled on the rubber band to see how far it would yell,The little girl pulled on the rubber band to see how far it would,0.5205501,WE,enwiki_20180420_100d
458,temper,Implaus,232,4.22,0.0,The soldiers had special night vision goggles so they could see the temper,The soldiers had special night vision goggles so they could see the,0.51402444,WE,enwiki_20180420_100d
459,pointed,Implaus,233,4.15,0.0,George was born into a wealthy family and has no idea what it's like to be pointed,George was born into a wealthy family and has no idea what it's like to be,0.46902636,WE,enwiki_20180420_100d
460,doll,Implaus,237,4.32,0.0,"Looking for bats, Karen descended into the depths of the doll","Looking for bats, Karen descended into the depths of the",0.47234213,WE,enwiki_20180420_100d
461,ceremonies,Implaus,239,4.34,0.0,We finally got a decent picture on the TV after an hour of adjusting the ceremonies,We finally got a decent picture on the TV after an hour of adjusting the,0.41852328,WE,enwiki_20180420_100d
462,bread,Implaus,240,4.86,0.0,It took a week to get his car fixed because the parts were out of bread,It took a week to get his car fixed because the parts were out of,0.43984523,WE,enwiki_20180420_100d
463,lifestyle,Implaus,242,4.07,0.0,The dispute was settled by a third lifestyle,The dispute was settled by a third,0.41376936,WE,enwiki_20180420_100d
464,disabled,Implaus,244,3.89,0.0,Our guests should be arriving disabled,Our guests should be arriving,0.49692053,WE,enwiki_20180420_100d
465,project,Implaus,245,4.21,0.0,The dough was put in the hot project,The dough was put in the hot,0.41863447,WE,enwiki_20180420_100d
466,pale,Implaus,250,4.48,0.0,Andrew was glad that the meeting was very pale,Andrew was glad that the meeting was very,0.3789887,WE,enwiki_20180420_100d
467,puppy,Implaus,252,4.8,0.0,"When they came to Florida, Arthur couldn't see the swamp from the back of the crowded tour puppy","When they came to Florida, Arthur couldn't see the swamp from the back of the crowded tour",0.49427718,WE,enwiki_20180420_100d
468,ideas,Implaus,254,4.94,0.0,Most shark attacks occur very close to ideas,Most shark attacks occur very close to,0.46034876,WE,enwiki_20180420_100d
469,stream,Implaus,255,4.41,0.0,He didn't have to spend much money on the car because he found an incredible stream,He didn't have to spend much money on the car because he found an incredible,0.40847677,WE,enwiki_20180420_100d
470,material,Implaus,256,4.52,0.0,The wealthy child went to a private material,The wealthy child went to a private,0.43769217,WE,enwiki_20180420_100d
471,stores,Implaus,260,4.7,0.0,"When you go to bed, turn off the stores","When you go to bed, turn off the",0.41741925,WE,enwiki_20180420_100d
472,meeting,Implaus,261,4.56,0.0,George must keep his pet on a meeting,George must keep his pet on a,0.50528073,WE,enwiki_20180420_100d
473,cartoons,Implaus,263,3.85,0.0,"He didn't have time to file everything on his desk, so he organized it into two cartoons","He didn't have time to file everything on his desk, so he organized it into two",0.43167531,WE,enwiki_20180420_100d
474,scratch,Implaus,265,4.29,0.0,The whole town came to hear their mayor scratch,The whole town came to hear their mayor,0.41533443,WE,enwiki_20180420_100d
475,absence,Implaus,273,4.68,0.0,Josie found she could not bend the elbow of her broken absence,Josie found she could not bend the elbow of her broken,0.5859572,WE,enwiki_20180420_100d
476,screened,Implaus,275,3.52,0.0,It's hard to admit when one is screened,It's hard to admit when one is,0.3318372,WE,enwiki_20180420_100d
477,vanished,Implaus,276,4.47,0.0,Vic asked her to repeat what she had vanished,Vic asked her to repeat what she had,0.53730947,WE,enwiki_20180420_100d
478,bait,Implaus,281,3.63,0.0,When they were in London they visited Buckingham bait,When they were in London they visited Buckingham,0.39185408,WE,enwiki_20180420_100d
479,cow,Implaus,282,4.42,0.0,The agent was sent to South America on a secret cow,The agent was sent to South America on a secret,0.46927896,WE,enwiki_20180420_100d
480,robbery,Implaus,283,4.35,0.0,Sam knew that rain was coming because he could smell it in the robbery,Sam knew that rain was coming because he could smell it in the,0.4241079,WE,enwiki_20180420_100d
481,cliff,Implaus,286,4.32,0.0,His boss refused to give him a cliff,His boss refused to give him a,0.44977024,WE,enwiki_20180420_100d
482,music,Implaus,287,4.0,0.0,She flew in late last night and really didn't get much music,She flew in late last night and really didn't get much,0.47952196,WE,enwiki_20180420_100d
483,boss,Implaus,288,3.97,0.0,"After a week, they gave up on the missing hikers and called off the boss","After a week, they gave up on the missing hikers and called off the",0.4779344,WE,enwiki_20180420_100d
484,stupid,Rel,3,1.74,0.0714285714285714,The salesman made the mistake of talking down to Jane because he thought she was stupid,The salesman made the mistake of talking down to Jane because he thought she was,0.5864896,WE,enwiki_20180420_100d
485,ceiling,Rel,10,1.52,0.0625,Water was leaking out from the hole in the ceiling,Water was leaking out from the hole in the,0.5424006,WE,enwiki_20180420_100d
486,coat,Rel,29,1.06,0.0666666666666666,"Rushing out, he forgot to take his coat","Rushing out, he forgot to take his",0.31232533,WE,enwiki_20180420_100d
487,shack,Rel,70,1.78,0.0344827586206896,"At that time, the boys lived down by the river in a shack","At that time, the boys lived down by the river in a",0.49750367,WE,enwiki_20180420_100d
488,dumb,BC,3,1.61,0.1785714285714285,The salesman made the mistake of talking down to Jane because he thought she was dumb,The salesman made the mistake of talking down to Jane because he thought she was,0.5596774,WE,enwiki_20180420_100d
489,roof,BC,10,1.96,0.15625,Water was leaking out from the hole in the roof,Water was leaking out from the hole in the,0.53841484,WE,enwiki_20180420_100d
490,jacket,BC,29,1.19,0.1,"Rushing out, he forgot to take his jacket","Rushing out, he forgot to take his",0.45703757,WE,enwiki_20180420_100d
491,hut,BC,70,1.7,0.1379310344827586,"At that time, the boys lived down by the river in a hut","At that time, the boys lived down by the river in a",0.4755769,WE,enwiki_20180420_100d
492,poor,Unrel,3,1.5,0.0357142857142857,The salesman made the mistake of talking down to Jane because he thought she was poor,The salesman made the mistake of talking down to Jane because he thought she was,0.56774384,WE,enwiki_20180420_100d
493,balloon,Unrel,10,1.45,0.0,Water was leaking out from the hole in the balloon,Water was leaking out from the hole in the,0.58925915,WE,enwiki_20180420_100d
494,umbrella,Unrel,29,1.21,0.0,"Rushing out, he forgot to take his umbrella","Rushing out, he forgot to take his",0.3437517,WE,enwiki_20180420_100d
495,van,Unrel,70,1.63,0.1034482758620689,"At that time, the boys lived down by the river in a van","At that time, the boys lived down by the river in a",0.3724847,WE,enwiki_20180420_100d
496,abstract,Implaus,3,3.34,0.0,The salesman made the mistake of talking down to Jane because he thought she was abstract,The salesman made the mistake of talking down to Jane because he thought she was,0.38964245,WE,enwiki_20180420_100d
497,reward,Implaus,10,4.61,0.0,Water was leaking out from the hole in the reward,Water was leaking out from the hole in the,0.3719651,WE,enwiki_20180420_100d
498,country,Implaus,29,4.64,0.0,"Rushing out, he forgot to take his country","Rushing out, he forgot to take his",0.48512435,WE,enwiki_20180420_100d
499,letter,Implaus,70,4.74,0.0,"At that time, the boys lived down by the river in a letter","At that time, the boys lived down by the river in a",0.42202756,WE,enwiki_20180420_100d
0,raise,BC,1,2.55,0.2258064516129032,"Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major raise","Henry was surprised to find he wouldn't be promoted for his day to day performance, but needed a major",0.4640706,WE,enwiki_20180420_300d
1,couch,BC,8,1.21,0.1875,The cigar burned a hole in the couch,The cigar burned a hole in the,0.3842079,WE,enwiki_20180420_300d
2,try,BC,11,1.33,0.0344827586206896,"His first film was a failure, but he learned some techniques in that first try","His first film was a failure, but he learned some techniques in that first",0.4632401,WE,enwiki_20180420_300d
3,look,BC,17,1.79,0.03125,He was hired for the job because of his fresh new look,He was hired for the job because of his fresh new,0.46329165,WE,enwiki_20180420_300d
